"KEY","TEXT"
"aetherpower.statuseffect.minor.aetherpowerreceiveddamagemodifier.single.allies.decrease","Na początku każdej bitwy wszystkie obrażenia otrzymywane przez tego bohatera zostają zmniejszone o [#!]{DAMAGEREDUCTION}%[#] na okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.aetherpowerreflectminordebuffstorandomenemy.single.allies","Na początku każdej bitwy ten bohater odbija oczyszczalne dolegliwości ze statusu na losową postać w przeciwnej drużynie przez okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.aetherpowerspecialdamagepowermodifier.single.allies","Na początku każdej bitwy umiejętność specjalna tego bohatera zadaje dodatkowo {POWER}% obrażeń przez okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.aetherpowerspecialskilldefensemodifier.single.allies","Na początku każdej bitwy ten bohater otrzymuje {SPECIALSKILLDEFENSE}% do obrony przeciwko umiejętnościom specjalnym przez okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.block.single.allies","Na początku każdej bitwy ten bohater ma {BLOCKCHANCE}% szans na niwelowanie otrzymanych obrażeń do 1 pkt. przez okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.counterattack.single.allies","Na początku każdej bitwy ten bohater kontratakuje z siłą {DEFLECTION}% otrzymanych obrażeń przez okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.debuffshield.single.allies","Na początku każdej bitwy ten bohater zyskuje odporność na nowe dolegliwości ze statusu na okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.dodgespecialdamage.single.allies","Na początku każdej bitwy ten bohater otrzymuje {DODGE}% szans unikania umiejętności specjalnych zadających obrażenia na okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.reflectdebuffdamage.single.allies.targets.all","Na początku każdej bitwy ten bohater odbija {DEFLECTION}% obrażeń otrzymanych z efektów ze statusu w kierunku wszystkich wrogów przez okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.reflectminordebuffs.single.allies.randomenemy","Na początku każdej bitwy ten bohater odbija oczyszczalne dolegliwości ze statusu na losową postać w przeciwnej drużynie przez okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.resistnewparasites.single.allies","Na początku każdej bitwy ten bohater zyskuje odporność na nowe potwory na okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.revive.aetherrevive.single.allies","Jeśli bohater umrze w trakcie pierwszych {TURNS} tur bitwy, zostanie wskrzeszony na początku kolejnej tury z {HEALTH}% zdrowia. Gdy bohater zostanie pokonany, wszystkie efekty statusu i kumulacji zostaną anulowane.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"aetherpower.statuseffect.minor.taunt.single.allies","Na początku każdej bitwy ten bohater zyskuje Prowokację, która uniemożliwia wrogom używanie umiejętności specjalnych na sojusznikach bohatera przez okres {TURNS} tur.

W bitwach z wieloma falami efekt odświeża się na początku każdej kolejnej fali."
"alchemy.surplusremoval.body","W laboratorium alchemicznym obowiązuje obecnie limit 100 przeobrażeń na recepturę. Wszystkie przeobrażenia przekraczające limit zostały usunięte z kolejki, a zużyte składniki zostały dołączone do tej wiadomości."
"alchemy.surplusremoval.title","Składniki z laboratorium alchemicznego"
"alchemylab.alchemy","Alchemia"
"alchemylab.boost","Wzmocnienie"
"alchemylab.boost.confirmation","Zakup tego wzmocnienia zapewnia [#!]{0}[#] szt. dodatkowych alkaodłamków. Czy chcesz dokończyć transakcję?"
"alchemylab.boost.get_more_alkashards#1","Odbierz [#!]{0}[#] dodatkowy [#!]alkaodłamek[#]!"
"alchemylab.boost.get_more_alkashards#2","Odbierz [#!]{0}[#] dodatkowe [#!]alkaodłamki[#]!"
"alchemylab.boost.get_more_alkashards#3","Odbierz [#!]{0}[#] dodatkowych [#!]alkaodłamków[#]!"
"alchemylab.boosted","Wzmocniono!"
"alchemylab.cancel.really","Zaraz [#!]bezpowrotnie stracisz epickie przedmioty[#]! [#!]Nie[#] będzie można ich już odzyskać!

Czy na pewno chcesz to zrobić?"
"alchemylab.cancel.title","Czy przerwać przeobrażanie?"
"alchemylab.choose.text","Dodawaj składniki stuknięciami"
"alchemylab.chosen.text","Wybrane składniki"
"alchemylab.craft.button","Przeobraź"
"alchemylab.description.transmuting","Przeobrażanie: {0}"
"alchemylab.description.transmuting.max","Przeobrażanie: {0} (maks.)"
"alchemylab.extra","Ekstra!"
"alchemylab.migration.info.body","Laboratorium alchemiczne zostało zaktualizowane! W celu wprowadzenia zmian wszystkie niedokończone czynności zostały automatycznie ukończone, zaś oczekujące w kolejce zostały zrefundowane. Rezultaty możesz sprawdzić w swojej skrzynce!"
"alchemylab.migration.info.title","Aktualizacja laboratorium alchemicznego"
"alchemylab.migration.refundmail.body","Laboratorium alchemiczne zostało zaktualizowane! Przeobrażenia oczekujące na realizację zostały zrefundowane.

Oto przedmioty i zasoby, które znajdowały się w kolejce."
"alchemylab.migration.refundmail.title","Zwrócono środki za przeobrażenia w laboratorium alchemicznym"
"alchemylab.migration.researchmail.body","Laboratorium alchemiczne zostało zaktualizowane! Niedokończone prace zostały automatycznie ukończone i odebrane."
"alchemylab.migration.researchmail.title","Ukończono badania w laboratorium alchemicznym"
"alchemylab.migration.resultmail.body","Laboratorium alchemiczne zostało zaktualizowane! Przeobrażenia oczekujące na realizację zostały automatycznie ukończone.

Oto rezultaty wszystkich ukończonych i nieodebranych przeobrażeń."
"alchemylab.migration.resultmail.title","Ukończono przeobrażenia w laboratorium alchemicznym"
"alchemylab.ready","Przeobrażenie ukończone!"
"alchemylab.researchingelsewhere","Aby ukończyć opracowywanie tego przepisu, musisz poczekać na ukończenie innego badania."
"alchemylab.showavailableingredients.button","Pokaż wszystko"
"alchemylab.showchoseningredients.button","Pokaż wybrane"
"alchemylab.transmutation.cancel","Przeobrażenie tych przedmiotów już się rozpoczęło. Jeśli usuniesz przeobrażenie z kolejki, wszystkie użyte przedmioty i materiały [#!]zostaną bezpowrotnie zniszczone[#]!

Na pewno chcesz zniszczyć te przedmioty i materiały?"
"alchemylab.transmutationready.message","Wyniki przeobrażenia:"
"alchemylab.transmute.autofill","Automatyczny wybór"
"alchemylab.transmute.button","Przeobraź"
"alchemylab.transmute.cauldron_full","Kocioł pełny!"
"alchemylab.transmute.confirmation.epic","Podczas tego przeobrażenia zużyjesz [#!]epickie materiały do ulepszeń[#] ({0}).

Jesteś pewien?"
"alchemylab.transmute.odds.title","Rzadkość przeobrażenia"
"alchemylab.transmute.required_ingredients","Wymagane składniki:"
"alchemylab.transmutetime","Czas przeobrażania: [#!]{0}[#]"
"alkashard.dialog.cost","Zużyte alkaodłamki:"
"alkashard.dialog.guide","Wybierz co najmniej jeden z następujących:"
"alkashard.dialog.info.message","Podczas łączenia alkaodłamków musisz wybrać przynajmniej jeden przedmiot z wylosowanego zestawu.

Zestaw przedmiotów pozostaje niezmienny do chwili połączenia alkaodłamków."
"alkashard.dialog.title","Połącz alkaodłamki"
"alkashard.done.dialog.title","Połączony z alkaodłamków!"
"alliance.activetitan","Aktywny tytan"
"alliance.activity","[#!]Aktywność:[#] [%115]{0}[%]"
"alliance.activity.description","Wskazuje procentową liczbę członków sojuszu, którzy są online."
"alliance.activity.title","Aktywność sojuszu"
"alliance.activity_entry","Aktywność:"
"alliance.alliances","Sojusze"
"alliance.chat.joinrequest","Zaakceptować prośbę o dołączenie?"
"alliance.chat.joinrequest.accept","Akceptuj"
"alliance.chat.joinrequest.accepted","[#00ff00]Zaakceptowano[#] przez [#!]{0}[#]"
"alliance.chat.joinrequest.reject","Odrzuć"
"alliance.chat.joinrequest.rejected","[#ff0000]Odrzucono[#] przez [#!]{0}[#]"
"alliance.choose_banner","Symbol"
"alliance.choose_description","Opis"
"alliance.choose_flag","Wzór"
"alliance.choose_name","Nazwa sojuszu"
"alliance.choose_symbol","Symbol"
"alliance.choose_trophies","Wymagane trofea"
"alliance.choose_type","Rodzaj"
"alliance.demote","Degraduj"
"alliance.error.alliance_not_found","Ten sojusz już nie istnieje."
"alliance.error.already_in_alliance_other","Ten gracz już dołączył do Sojuszu."
"alliance.error.already_requested","Twoja prośba o dołączenie do sojuszu została już przesłana."
"alliance.error.banned","Twoja prośba o dołączenie do sojuszu została niedawno odrzucona."
"alliance.error.block_edit_name","Nazwa i opis sojuszu zostały tymczasowo wyłączone."
"alliance.error.cant_attack_titan.message","Aby móc zaatakować tytana, przed jego pojawieniem się musisz należeć do sojuszu.

Możesz zaatakować następnego tytana, który pojawi się dla tego sojuszu."
"alliance.error.cant_attack_titan.rare.message","Atakowanie rzadkich tytanów jest możliwe pod warunkiem, że jesteś członkiem sojuszu od co najmniej {0} dni."
"alliance.error.cant_attack_titan.title","Atakowanie jest niedozwolone"
"alliance.error.full","Ten sojusz jest pełny."
"alliance.error.hexmap.already_finished","Wydarzenie dobiegło końca."
"alliance.error.hexmap.attacker_in_battle","Atakujący bierze już udział w bitwie."
"alliance.error.hexmap.chest.already_claimed","Skrzynię już odebrano."
"alliance.error.hexmap.chest.not_enough_keys","Nie masz wystarczającej liczby kluczy, by otworzyć skrzynię."
"alliance.error.hexmap.chest.unknown","Nie odnaleziono skrzyni."
"alliance.error.hexmap.invalid_path","Wybrano nieodpowiednią ścieżkę."
"alliance.error.hexmap.invalid_team","Wszyscy bohaterowie w twojej drużynie zostali pokonani."
"alliance.error.hexmap.no_energy_left","Nie masz wystarczająco dużo energii."
"alliance.error.hexmap.player.unknown","Nie odnaleziono gracza."
"alliance.error.hexmap.target.dead","Wróg został już pokonany."
"alliance.error.hexmap.target.unknown","Wybrano nieznanego wroga."
"alliance.error.invite_only","Sojusz dostępny tylko na zaproszenie. Spróbuj ponownie."
"alliance.error.name.taken","Nazwa jest już zajęta."
"alliance.error.name.too_short","Nazwa sojuszu musi liczyć co najmniej {0} zn."
"alliance.error.not_enough_trophies","Za mało trofeów, aby dołączyć do Sojuszu."
"alliance.error.player_not_found","Ten gracz już nie istnieje."
"alliance.error.text_validation","Niedozwolona nazwa lub opis Sojuszu."
"alliance.error.unknown","Ten sojusz już nie istnieje."
"alliance.error.war.already_finished","Wojna dobiegła już końca."
"alliance.error.war.attacker_in_battle","Nie możesz teraz atakować. Spróbuj innym razem."
"alliance.error.war.defense.war_started","Nie możesz edytować swojej drużyny obronnej. Wojna się już zaczęła!"
"alliance.error.war.invalid_assist_dragon_count","Nie możesz teraz atakować. Spróbuj innym razem."
"alliance.error.war.invalid_team","Wybrana drużyna atakująca jest nieodpowiednia."
"alliance.error.war.no_attacks_left","Brak energii wojennej!"
"alliance.error.war.target.dead","Cel został już pokonany."
"alliance.error.war.target.not_found","Nie znaleziono aktywnego celu."
"alliance.error.war.target.reserved","Cel został już zarezerwowany."
"alliance.error.war.target.under_attack","Cel jest już atakowany."
"alliance.error.war.target.unknown","Cel nieznany. Spróbuj innym razem."
"alliance.error.war_battle_conflict","Wystąpił nieoczekiwany błąd. Przeanalizujemy go i naprawimy jak najszybciej."
"alliance.event.alliance_gift.alliance_christmas_gift_offer","[#!]{0}[#] wysyła wam prezenty świąteczne! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","[#!]{0}[#] wysyła wam prezenty świąteczne! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","[#!]{0}[#] życzy Gorących Walentynek! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.alliancegiftoffer_gift","[#!]{0}[#] wysyła wam klejnoty serdeczności! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","[#!]{0}[#] wysyła wam artefakty bitewne! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","[#!]{0}[#] przesyła pozdrowienia! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.default","Pozdrowienia od [#!]{0}[#]! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","[#!]{0}[#] życzy gorącego Złotego Tygodnia! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","[#!]{0}[#] życzy gorącego Złotego Tygodnia! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","[#!]{0}[#] życzy gorącego Złotego Tygodnia! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","[#!]{0}[#] życzy gorącego Złotego Tygodnia! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","[#!]{0}[#] życzy gorącego Złotego Tygodnia! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","[#!]{0}[#] życzy gorącego Złotego Tygodnia! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","[#!]{0}[#] życzy gorącego Złotego Tygodnia! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","[#!]{0}[#]! życzy Gorących Walentynek! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","[#!]{0}[#] życzy wesołego tygodnia sojuszu! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","[#!]{0}[#] życzy wesołego tygodnia sojuszu! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","[#!]{0}[#] życzy wesołego tygodnia sojuszu! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","[#!]{0}[#] życzy wesołego tygodnia sojuszu! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","[#!]{0}[#] życzy wesołego tygodnia sojuszu! Sprawdźcie swoje skrzynki!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","[#!]{0}[#] życzy wesołego tygodnia sojuszu! Sprawdźcie swoje skrzynki!"
"alliance.event.demote","[#!]{1}[#] zostaje zdegradowany przez gracza [#!]{0}[#]."
"alliance.event.event_ended","[#!]Zadanie sojuszu[#] się zakończyło."
"alliance.event.event_ending","[#!]Zadanie sojuszu[#] kończy się za {0}!"
"alliance.event.event_started","Rozpoczęło się [#!]zadanie sojuszu[#]!"
"alliance.event.event_starting","[#!]Zadanie sojuszu[#] zacznie się za {0}!"
"alliance.event.hexmap_ended","[#!]Wydarzenie Wyspa Potworów[#] dobiegło końca."
"alliance.event.hexmap_ending","[#!]Wydarzenie Wyspa Potworów[#] dobiegnie końca za 24 godziny!"
"alliance.event.hexmap_started","[#!]Wydarzenie Wyspa Potworów[#] rozpoczęło się!"
"alliance.event.hexmap_starting","[#!]Wydarzenie Wyspa Potworów[#] rozpocznie się za 24 godziny!"
"alliance.event.inactive_leader_election","Ze względu na niedostępność aktualnego przywódcy gracz {0} został wybrany na nowego przywódcę."
"alliance.event.inactive_leader_final","Przywódca twojego sojuszu od pewnego czasu jest nieaktywny. W ciągu {0} spośród uprawnionych członków sojuszu zostanie wybrany nowy przywódca. To jest ostatnie powiadomienie."
"alliance.event.inactive_leader_first","Przywódca twojego sojuszu od pewnego czasu jest nieaktywny. W ciągu {0} spośród uprawnionych członków sojuszu zostanie wybrany nowy przywódca."
"alliance.event.inactive_leader_no_active_elders","Proces wyłaniania nowego przywódcy sojuszu został przerwany w związku z brakiem dostępności uprawnionych członków sojuszu."
"alliance.event.inactive_leader_returned","Przywódca sojuszu powrócił. Nowy przywódca nie zostanie wybrany, jeśli przywódca sojuszu jest aktywny."
"alliance.event.join","[#!]{0}[#] dołącza do Sojuszu."
"alliance.event.kick","[#!]{0}[#] wyrzuca gracza [#!]{1}[#] z Sojuszu."
"alliance.event.leave","[#!]{0}[#] odchodzi z Sojuszu."
"alliance.event.level_up","[#!]{0}[#] osiąga poziom [#!]{1}[#]!"
"alliance.event.promote","[#!]{1}[#] uzyskuje awans od gracza [#!]{0}[#]."
"alliance.event.titan_created","Pojawił się nowy tytan!"
"alliance.event.titan_escaped","Tytan uciekł."
"alliance.event.titan_killed","Tytan został pokonany!"
"alliance.event.top_attackers","Najlepsi atakujący tytana: {0}
Użyte harpuny: [#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","Najlepsi atakujący tytana: {0}"
"alliance.event.top_hexmap_players","Najlepsi gracze wydarzenia Wyspa Potworów: {0}"
"alliance.event.top_war_attackers","Najlepsi atakujący w wojnach: {0}"
"alliance.event.update_description","[#!]{0}[#] zmienia opis sojuszu."
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#] usuwa wyróżnioną wiadomość dla sojuszu."
"alliance.event.update_featured_message_enabled_true","[#!]{0}[#] ustawia nową wyróżnioną wiadomość dla Sojuszu."
"alliance.event.update_language","[#!]{0}[#] zmienia język sojuszu."
"alliance.event.update_name","[#!]{0}[#] zmienia nazwę sojuszu."
"alliance.event.update_required_trophies","[#!]{0}[#] zmienia wymóg trofeów sojuszu na [#!]{1}[#]."
"alliance.event.update_symbol","[#!]{0}[#] zmienia symbol sojuszu."
"alliance.event.update_type.inviteonly","[#!]{0}[#] zmienia rodzaj sojuszu na [#!]Tylko na zaproszenie[#]."
"alliance.event.update_type.open","[#!]{0}[#] zmienia rodzaj sojuszu na [#!]Otwarty[#]."
"alliance.event.war_created","[#!]Wojny sojuszów[#] zaczynają się za {0}. Przygotuj swoją obronę!"
"alliance.event.wars_enabled_false","[#!]{0}[#] wyłącza [#!]wojny sojuszów[#] dla tego Sojuszu."
"alliance.event.wars_enabled_true","[#!]{0}[#] włącza [#!]wojny sojuszów[#] dla tego Sojuszu."
"alliance.exmember","[Eks-członek]"
"alliance.hexmap.keys","Klucze"
"alliance.hexmap.more_in","Więcej za: {0}"
"alliance.hexmap.remaining_health","Pozostałe zdrowie:"
"alliance.hexmap.status.finished","Wydarzenie dobiegło końca!"
"alliance.hexmap.team","Drużyna Wyspy Potworów"
"alliance.indicator.create","Przetwarzanie..."
"alliance.indicator.refresh","Odświeżanie..."
"alliance.info.allianceeventineligibleincoming","Musisz być w sojuszu, aby uczstniczyć w zadaniach sojuszu."
