"KEY","TEXT"
"account_deletion.reason_option.disagree_with_policy","Uenig i betingelser/fortrolighedspolitik"
"account_deletion.reason_option.harassment_abuse","Bekymringer om chikane/krænkelser"
"account_deletion.reason_option.no_longer_play","Spiller ikke længere spillet"
"account_deletion.reason_option.other","Andet"
"account_deletion.reason_option.restart_game","Jeg vil starte forfra på spillet"
"account_deletion.reason_option.select_reason","[Vælg grund]"
"account_deletion.region_dropdown.other","Andet (ikke nævnt)"
"account_deletion.region_dropdown.select_region","[Vælg region]"
"account_deletion.terms_checkbox","Jeg vil slette denne spilkonto. Jeg forstår, et jeg mister mine fremskridt samt indsamlede virtuelle genstande i spillet, og at når min sletningsanmodning er blevet gennemført, kan den ikke omgøres."
"accountswitch.cloud","Sky"
"accountswitch.current","Aktuel"
"accountswitch.keep","Behold"
"accountswitch.message","Du kan vælge at beholde det ene eller det andet fremskridt eller annullere, hvis du vil bestemme dig senere."
"accountswitch.replace_cloud","Behold kun dette"
"accountswitch.replace_cloud.info","Hvis du er sikker på, at du vil erstatte cloud-kontoen med den nuværende konto, så bekræft forbindelsen."
"accountswitch.replace_cloud.title","Erstat cloud-konto"
"accountswitch.replace_current.info","Hvis du er sikker på, at du vil erstatte den nuværende konto med cloud-kontoen, så bekræft forbindelsen."
"accountswitch.replace_current.title","Erstat nuværende konto"
"accountswitch.stronghold","Højborgsniveau"
"accountswitch.switch","Indlæs"
"accountswitch.title","Vælg konto"
"accountswitch.trophies","Trofæer"
"accountswitch.xp","XP-niveau"
"ads.disabled.popup.description","Reklamer er ikke tilgængelige i dette build. Du modtager stadig belønninger."
"ads.disabled.popup.title","Ingen reklame tilgængelig"
"advanced_buildings.title#1","Ny avanceret bygning oplåst"
"advanced_buildings.title#2","Nye avancerede bygninger oplåst"
"advanced_buildings.title#3","Nye avancerede bygninger oplåst"
"aetherpower.statuseffect.minor.aetherpowerattackmodifier.single.allies","I starten af hver kamp får helten {ATTACK} % angreb i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerberserk.single.allies","I starten af hver kamp får helten {ATTACK} % angreb og en stigning på yderligere {CHANGE} %, hver gang de bliver ramt i løbet af {TURNS} runder, op til {MAXMODIFIER} % angreb.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerberserkdefense.single.allies","I begyndelsen af hver kamp får helten {DEFENSE} % forsvar og en stigning på yderligere {CHANGE} %, hver gang de bliver ramt i løbet af {TURNS} runder, op til {MAXMODIFIER} % forsvar.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerdebuffdamagemodifier.single.allies","I begyndelsen af hver kamp får helten {MULTIPLIER} % mindre i skade fra statuslidelser i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerdefensemodifier.single.allies","I begyndelsen af hver kamp får helten {DEFENSE} % forsvar i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerdispel.single.allies.minordebuff","I begyndelsen af hver kamp bliver heltens statuslidelser ryddet i begyndelsen af hver runde i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerfixedhealthrecovery.healthboost.single.allies","I begyndelsen af hver kamp regenerer helten {TOTAL} forstærket helbred i løbet af {TURNS} runder. Forstærket helbred kan overstige maks. HP.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerfixedhealthrecovery.single.allies","I begyndelsen af hver kamp regenerer helten {TOTAL} helbred i løbet af {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerfixedmanarecovery.small.single.allies","I begyndelsen af hver kamp får helten en lille mængde mana i løbet af {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowergamble.single.allies","I starten af hver kamp får helten {ATTACK} % angreb med {ACCURACY} % præcision i {TURNS} runder.

I kampe med flere bølger fornyes effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerhealmultiplier.single.allies","I begyndelsen af hver kamp får helten {HEALING} % mere helbredelse i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerlifesteal.single.allies","I begyndelsen af hver kamp bliver helten helbredt for {LIFESTEAL} % af den forvoldte almindelige skade i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowermanagenerationmodifier.single.allies","I begyndelsen af hver kamp får helten {MANAREGEN} % managendannelse i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowermummyreincarnation.single.allies","Hvis denne helt besejres i løbet af kampens første 5 runder, genoplives den som en mumie med {ATTACK} % angreb og {DEFENSE} % forsvar.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerreceiveddamagemodifier.single.allies.decrease","Ved starten af hver kamp, reduceres al skade, som denne helt har fået med [#!]{DAMAGEREDUCTION} %[#] i {TURNS} runder."
"aetherpower.statuseffect.minor.aetherpowerreflectminordebuffstorandomenemy.single.allies","I begyndelsen af hver kamp tilbagekaster denne helt alle statuslidelser, der kan ryddes, mod en tilfældig figur på modstanderholdet i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerspecialdamagepowermodifier.single.allies","I begyndelsen af hver kamp forvolder denne helt yderligere {POWER} % skade i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.aetherpowerspecialskilldefensemodifier.single.allies","Ved starten af hver kamp får denne helt {SPECIALSKILLDEFENSE} % forsvar imod særlige evner i {TURNS} runder."
"aetherpower.statuseffect.minor.block.single.allies","I begyndelsen af hver kamp har helten {BLOCKCHANCE} % chance for at mindske den modtagne skade til 1 i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.counterattack.single.allies","I starten af hver kamp modangriber helten med {DEFLECTION} % af den modtagne skade i {TURNS} runder.

I kampe med flere bølger fornyes effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.debuffshield.single.allies","I begyndelsen af hver kamp bliver helten immun overfor nye statuslidelser i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.dodgespecialdamage.single.allies","I begyndelsen af hver kamp får helten {DODGE} % chance for at undvige særlige egenskaber, som forvolder skade i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.reflectdebuffdamage.single.allies.targets.all","I begyndelsen af hver kamp tilbagekaster helten {DEFLECTION} % af den modtagne skade fra deres statuslidelser mod alle fjender i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.reflectminordebuffs.single.allies.randomenemy","I begyndelsen af hver kamp tilbagekaster denne helt alle statuslidelser, der kan ryddes, mod en tilfældig figur på modstanderholdet i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.resistnewparasites.single.allies","I begyndelsen af hver kamp bliver helten immun overfor nye djævle i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.revive.aetherrevive.single.allies","Hvis denne helt besejres i de første {TURNS} runder af kampen, genoplives vedkommende i starten af den næste runde med {HEALTH} % helbred. Alle statuseffekter og kumulative effekter fjernes, når helten besejres.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"aetherpower.statuseffect.minor.taunt.single.allies","I begyndelsen af hver kamp har helten håneeffekten, som forhindrer fjender i at bruge deres særlige egenskaber mod heltens allierede i {TURNS} runder.

I kampe med flere bølger fornys effekten i begyndelsen af hver bølge."
"alchemy.surplusremoval.body","Alkymi-laboratoriet er nu begrænset til 100 transmutationer per opskrift. Alle overskydende transmutationer er blevet fjernet fra køen, og de anvendte ingredienser er vedhæftet denne besked."
"alchemy.surplusremoval.title","Ingredienser i alkymi-laboratoriet"
"alchemylab.alchemy","Alkymi"
"alchemylab.boost","Boost"
"alchemylab.boost.confirmation","Køb af dette boost giver dig [#!]{0}[#] ekstra alkaskår. Vil du gennemføre denne transaktion?"
"alchemylab.boost.get_more_alkashards#1","Få [#!]{0}[#] ekstra [#!]alkaskår[#]!"
"alchemylab.boost.get_more_alkashards#2","Få [#!]{0}[#] ekstra [#!]alkaskår[#]!"
"alchemylab.boost.get_more_alkashards#3","Få [#!]{0}[#] ekstra [#!]alkaskår[#]!"
"alchemylab.boosted","Boostet!"
"alchemylab.cancel.really","Du er ved at [#!]ødelægge episke objekter permanent[#]! Du vil [#!]ikke[#] kunne få nogen af de ressourcer eller objekter, du bruger, tilbage!

Er du helt sikker?"
"alchemylab.cancel.title","Stop transmutationen?"
"alchemylab.choose.text","Tryk på objekter for at tilføje ingredienser"
"alchemylab.chosen.text","Valgte ingredienser"
"alchemylab.craft.button","Transmutér"
"alchemylab.description.transmuting","Transmuterer: {0}"
"alchemylab.description.transmuting.max","Transmuterer: {0} (maks.)"
"alchemylab.extra","Ekstra!"
"alchemylab.migration.info.body","Alkymi-laboratoriet er blevet opdateret! For at gennemføre ændringerne er alle aktive handlinger blevet fuldført automatisk og handlinger i køen er blevet refunderet. Resultaterne er i din indbakke!"
"alchemylab.migration.info.title","Opdatering til alkymi-laboratoriet"
"alchemylab.migration.refundmail.body","Alkymi-laboratoriet er blevet opdateret! Du har fået refunderet alle dine transmutationer i køen.

Her er de objekter og ressourcer, du havde i køen."
"alchemylab.migration.refundmail.title","Refusion af transmutationer i alkymi-laboratoriet"
"alchemylab.migration.researchmail.body","Alkymi-laboratoriet er blevet opdateret! Dine aktive undersøgelser er blevet fuldført automatisk og indsamlet."
"alchemylab.migration.researchmail.title","Undersøgelser i alkymi-laboratoriet er færdige"
"alchemylab.migration.resultmail.body","Alkymi-laboratoriet er blevet opdateret! Dine aktive transmutationer er blevet fuldført.

Her er resultaterne for alle dine fuldførte og uafhentede transmutationer."
"alchemylab.migration.resultmail.title","Transmutationer i alkymi-laboratoriet er færdige"
"alchemylab.ready","Transmutation afsluttet!"
"alchemylab.researchingelsewhere","Vent på at en anden undersøgelse bliver færdig for at undersøge denne opskrift."
"alchemylab.showavailableingredients.button","Vis alle"
"alchemylab.showchoseningredients.button","Vis valgte"
"alchemylab.transmutation.cancel","Transmutationen af disse objekter er allerede startet. Hvis du fjerner denne transmutation fra køen, vil alle de objekter og ressourcer, du har brugt på det, blive [#!]ødelagt permanent[#]!

Er du sikker på, at du vil ødelægge disse objekter og ressourcer?"
"alchemylab.transmutationready.message","Transmutationsresultater:"
"alchemylab.transmute.autofill","Autofyld"
"alchemylab.transmute.button","Transmutér"
"alchemylab.transmute.cauldron_full","Kedel fuld!"
"alchemylab.transmute.confirmation.epic","Du skal til at forbruge {0} [#!]episk(e) opstigningsmateriale(r)[#] i denne transmutation.

Er du sikker?"
"alchemylab.transmute.odds.title","Transmutationsrater:"
"alchemylab.transmute.required_ingredients","Påkrævede ingredienser:"
"alchemylab.transmutetime","Transmutationstid: [#!]{0}[#]"
"alkashard.dialog.cost","Alkasharder forbrugt:"
"alkashard.dialog.guide","Vælg en af følgende:"
"alkashard.dialog.info.message","Du må vælge et objekt fra et tilfældigt udvalg af objekter, når du kombinerer alkasharder.

Objektudvalget forbliver det samme, indtil alkasharderne kombineres."
"alkashard.dialog.title","Kombiner alkasharder"
"alkashard.done.dialog.title","Kombineret af alkasharder!"
"alliance.activetitan","Aktiv titan"
"alliance.activity","[#!]Aktivitet:[#] [%115]{0}[%]"
"alliance.activity.description","Viser procentdelen af alliancemedlemmer, der har været online for nylig."
"alliance.activity.title","Allianceaktivitet"
"alliance.activity_entry","Aktivitet:"
"alliance.alliances","Alliancer"
"alliance.chat.joinrequest","Accepter anmodning om deltagelse?"
"alliance.chat.joinrequest.accept","Accepter"
"alliance.chat.joinrequest.accepted","[#00ff00]Accepteret[#] af [#!]{0}[#]"
"alliance.chat.joinrequest.reject","Afvis"
"alliance.chat.joinrequest.rejected","[#ff0000]Afvist[#] af [#!]{0}[#]"
"alliance.choose_banner","Alliancebanner"
"alliance.choose_description","Beskrivelse"
"alliance.choose_flag","Mønster"
"alliance.choose_name","Alliancenavn"
"alliance.choose_symbol","Symbol"
"alliance.choose_trophies","Påkrævede trofæer"
"alliance.choose_type","Type"
"alliance.demote","Degrader"
"alliance.error.alliance_not_found","Alliancen eksisterer ikke længere."
"alliance.error.already_in_alliance_other","Spilleren har allerede tilsluttet sig en alliance."
"alliance.error.already_requested","Du har allerede anmodet om at tilslutte dig denne alliance."
"alliance.error.banned","Din anmodning om at tilslutte dig alliancen er netop blevet afvist."
"alliance.error.block_edit_name","Alliancenavn og -beskrivelse er midlertidigt deaktiveret."
"alliance.error.cant_attack_titan.message","For at kunne angribe en Titan skal du have været medlem af alliancen, inden Titanen dukkede op. 

Du kan angribe den næste Titan, der dukker op i denne alliance."
"alliance.error.cant_attack_titan.rare.message","For at kunne angribe sjældne titaner skal du være med i alliancen i mindst {0} dage."
"alliance.error.cant_attack_titan.title","Det er ikke tilladt at angribe"
"alliance.error.full","Alliancen er fuld."
"alliance.error.hexmap.already_finished","Event er allerede slut."
"alliance.error.hexmap.attacker_in_battle","Angriberen er allerede i kamp."
"alliance.error.hexmap.chest.already_claimed","Kisten er allerede hentet."
"alliance.error.hexmap.chest.not_enough_keys","Du har ikke nok nøgler til at åbne kisten."
"alliance.error.hexmap.chest.unknown","Kisten blev ikke fundet."
"alliance.error.hexmap.invalid_path","Ugyldig sti valgt."
"alliance.error.hexmap.invalid_team","Alle helte på dit hold er blevet besejret."
"alliance.error.hexmap.no_energy_left","Du har ikke nok energi."
"alliance.error.hexmap.player.unknown","Spiller ikke fundet."
"alliance.error.hexmap.target.dead","Fjenden er allerede besejret."
"alliance.error.hexmap.target.unknown","Ukendt fjende valgt."
"alliance.error.invite_only","Adgang til denne alliance er kun via invitation. Prøv venligst igen."
"alliance.error.name.taken","Det angivne navn er allerede taget."
"alliance.error.name.too_short","Dit alliancenavn skal være mindst {0} tegn."
"alliance.error.not_enough_trophies","Du har ikke nok trofæer til at tilslutte dig denne alliance."
"alliance.error.player_not_found","Spilleren findes ikke mere."
"alliance.error.text_validation","Alliancens navn eller beskrivelse er ikke godkendt."
"alliance.error.unknown","Alliancen eksisterer ikke længere."
"alliance.error.war.already_finished","Krigen allerede afsluttet"
"alliance.error.war.attacker_in_battle","Kan ikke angribe. Prøv igen senere."
"alliance.error.war.defense.war_started","Kan ikke opdatere forsvarshold. Krigen er allerede begyndt!"
"alliance.error.war.invalid_assist_dragon_count","Kan ikke angribe. Prøv igen senere."
"alliance.error.war.invalid_team","Dit valgte angrebshold er ugyldig."
"alliance.error.war.no_attacks_left","Ikke mere krigsenergi!"
"alliance.error.war.target.dead","Målet er allerede nedkæmpet."
"alliance.error.war.target.not_found","Gyldigt mål ikke fundet."
"alliance.error.war.target.reserved","Målet er allerede reserveret."
"alliance.error.war.target.under_attack","Målet er allerede under angreb."
"alliance.error.war.target.unknown","Ukendt mål. Prøv igen senere."
"alliance.error.war_battle_conflict","Der er opstået en uventet fejl. Vi undersøger sagen og ordner det hurtigst muligt."
"alliance.event.alliance_gift.alliance_christmas_gift_offer","Vintergaver fra [#!]{0}[#] er blevet afsendt! Tjek jeres indbakker, alle sammen!"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","Vintergaver fra [#!]{0}[#] er blevet afsendt! Tjek jeres indbakker, alle sammen!"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","Glædelig valentinsdag fra [#!]{0}[#]! Tjek jeres indbakke, allesammen!"
"alliance.event.alliance_gift.alliancegiftoffer_gift","Ædelstensleverancen fra [#!]{0}[#] er blevet afsendt! Tjek jeres indbakker, alle sammen!"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","Kampobjekter fra [#!]{0}[#] er blevet afsendt! Tjek jeres indbakker, alle sammen!"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","Hilsner fra [#!]{0}[#]! Tjek jeres indbakke, allesammen!"
"alliance.event.alliance_gift.default","Hilsner fra [#!]{0}[#]! Tjek jeres indbakke, allesammen!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","Glædelig Golden Week fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","Glædelig Golden Week fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","Glædelig Golden Week fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","Glædelig Golden Week fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","Glædelig Golden Week fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","Glædelig Golden Week fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","Glædelig Golden Week fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","Glædelig valentinsdag fra [#!]{0}[#]! Tjek jeres indbakke, allesammen!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","Glædelig Allianceuge fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","Glædelig Allianceuge fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","Glædelig Allianceuge fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","Glædelig Allianceuge fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","Glædelig Allianceuge fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","Glædelig Allianceuge fra [#!]{0}[#]! Alle bør tjekke deres indbakker!"
"alliance.event.demote","[#!]{1}[#] blev degraderet af [#!]{0}[#]."
"alliance.event.event_ended","[#!]Allianceekspeditionen[#] er slut."
"alliance.event.event_ending","[#!]Allianceekspeditionen[#] slutter om {0}!"
"alliance.event.event_started","[#!]Allianceekspeditionen[#] er begyndt!"
"alliance.event.event_starting","[#!]Allianceekspeditionen[#] begynder om {0}!"
"alliance.event.hexmap_ended","[#!]Monsterø-eventen[#] er slut."
"alliance.event.hexmap_ending","[#!]Monsterø-eventen[#] slutter om 24 timer!"
"alliance.event.hexmap_started","[#!]Monsterø-eventen[#] er begyndt!"
"alliance.event.hexmap_starting","[#!]Monsterø-eventen[#] starter om 24 timer!"
"alliance.event.inactive_leader_election","På grund af den aktuelle leders inaktivitet, er {0} blevet valgt som ny leder"
"alliance.event.inactive_leader_final","Din allianceleder har været inaktiv i et stykke tid. En ny leder bliver automatisk valgt blandt de kvalificerede alliancemedlemmer om {0}. Dette er den sidste notifikation."
"alliance.event.inactive_leader_first","Din allianceleder har været inaktiv i et stykke tid. En ny leder bliver automatisk valgt blandt de kvalificerede alliancemedlemmer om {0}."
"alliance.event.inactive_leader_no_active_elders","Valget af en ny allianceleder er blevet afbrudt, eftersom der ikke var nogen kvalificerede alliancemedlemmer tilgængelige."
"alliance.event.inactive_leader_returned","Alliancelederen er vendt tilbage. Der vil ikke blive valgt en ny leder, hvis alliancelederen er aktiv."
"alliance.event.join","[#!]{0}[#] har tilsluttet sig alliancen."
"alliance.event.kick","[#!]{0}[#] har smidt [#!]{1}[#] ud af alliancen."
"alliance.event.leave","[#!]{0}[#] har forladt alliancen."
"alliance.event.level_up","[#!]{0}[#] har nået niveau [#!]{1}[#]!"
"alliance.event.promote","[#!]{1}[#] blev forfremmet af [#!]{0}[#]."
"alliance.event.titan_created","En ny titan er dukket op!"
"alliance.event.titan_escaped","Titanen undslap."
"alliance.event.titan_killed","Titanen blev besejret!"
"alliance.event.top_attackers","Bedste titan-angribere: {0}
Harpuner brugt: [#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","Bedste titan-angribere: {0}"
"alliance.event.top_hexmap_players","De bedste spillere på Monster-øen: {0}"
"alliance.event.top_war_attackers","Bedste krigsangribere: {0}"
"alliance.event.update_description","[#!]{0}[#] ændrede alliancebeskrivelsen."
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#] har fjernet den fremhævede alliancebesked."
"alliance.event.update_featured_message_enabled_true","[#!]{0}[#] har valgt en ny fremhævet besked for alliancen."
"alliance.event.update_language","[#!]{0}[#] ændrede alliancesprog"
"alliance.event.update_name","[#!]{0}[#] ændrede alliancenavnet."
"alliance.event.update_required_trophies","[#!]{0}[#] ændrede kravet til alliancetrofæ til [#!]{1}[#]."
"alliance.event.update_symbol","[#!]{0}[#] ændrede alliancens symbol."
"alliance.event.update_type.inviteonly","[#!]{0}[#] ændrede alliancetypen til [#!]kun via invitation[#]."
"alliance.event.update_type.open","[#!]{0}[#] ændrede alliancetypen til [#!]åben[#]."
"alliance.event.war_created","[#!]Alliancekrigene[#] begynder om {0}. Gør dit forsvar klar!!"
"alliance.event.wars_enabled_false","[#!]{0}[#] har deaktiveret [#!]alliancekrige[#] i alliancen."
"alliance.event.wars_enabled_true","[#!]{0}[#] har aktiveret [#!]alliancekrige[#] i alliancen."
"alliance.exmember","[Ex-medlem]"
"alliance.hexmap.keys","Nøgler"
"alliance.hexmap.more_in","Flere om: {0}"
"alliance.hexmap.remaining_health","Helbred tilbage:"
"alliance.hexmap.status.finished","Event er slut!"
"alliance.hexmap.team","Monsterø-holdet"
"alliance.indicator.create","Behandler..."
"alliance.indicator.refresh","Genindlæser..."
"alliance.info.allianceeventineligibleincoming","Du skal være med i en alliance for at deltage i allianceekspeditioner."
"alliance.info.allianceeventineligiblestarted","[#!]Du skal være med i en alliance for at deltage[#] i allianceekspeditioner. Du kan ikke deltage i denne allianceekspedition, for den er allerede begyndt.

Hvis du slutter dig til en alliance nu, kan du deltage i fremtidige allianceekspeditioner."
"alliance.info.comingsoon","Kommer snart!"
"alliance.info.confirmdemote.elder","Er du sikker på, at du vil degradere [#!]{0}[#] til [#!]Ældre[#]?"
"alliance.info.confirmdemote.member","Er du sikker på, at du vil degradere [#!]{0}[#] til [#!]Medlem[#]?"
"alliance.info.confirmkick","Er du sikker på, at du vil fjerne [#!]{0}[#]?"
"alliance.info.confirmleave","Er du sikker på, du vil forlade [#!]{0}[#]?"
"alliance.info.confirmleaveanddisband","Er du sikker på, at du vil forlade [#!]{0}[#]?
Bemærk, at din alliance bliver slettet, eftersom der ikke er andre medlemmer."
"alliance.info.confirmleaveduringallianceevent","Er du sikker på, at du vil forlade [#!]{0}[#]?

Hvis du gør dette, kan du ikke længere deltage i den igangværende [#!]allianceekspedition[#]. Du vil ikke kunne deltage, og du får ingen belønninger, selv ikke hvis du melder dig ind igen."
"alliance.info.confirmleaveduringhexmap","Er du sikker på, at du vil forlade [#!]{0}[#]?

Hvis du gør dette, kan du ikke længere deltage i den igangværende [#!]Monsterø[#]-event. Du vil ikke kunne deltage, og du får ingen belønninger, selv ikke hvis du melder dig ind igen."
"alliance.info.confirmleaveduringhexmappendingrewards","Er du sikker på, at du vil forlade [#!]{0}[#]?

Hvis du rejser, får du ingen belønninger fra den løbende [#!]Monsterø[#]-event, selv hvis du vender tilbage."
"alliance.info.confirmleaveubertitan","Er du sikker på, at du vil forlade [#!]{0}[#]?
Bemærk, at du ikke længere vil kunne bidrage til eller blive belønnet for den aktuelle [#!]mytiske titan-score[#] for denne eller en anden alliance."
"alliance.info.confirmleavewar","Er du sikker på, at du vil forlade [#!]{0}[#]?

Krigsforberedelserne er begyndt! Hvis du vil deltage i denne krig, skal du sørge for at vende tilbage til alliancen i tide! Bemærk, at du skal vende tilbage i god tid, før kampene begynder.

Tid tilbage: [#!]{1}[#]"
"alliance.info.confirmleavewarafterstarted","Er du sikker på, du vil forlade [#!]{0}[#]?"
