"KEY","TEXT"
"aetherpower.statuseffect.minor.aetherpowerreflectminordebuffstorandomenemy.single.allies","Au début de chaque combat, ce héros renvoie ses effets négatifs dissipables à un personnage aléatoire de l'équipe adverse pendant {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.aetherpowerspecialdamagepowermodifier.single.allies","Au début de chaque combat, la compétence spéciale de ce héros inflige {POWER} % de dégâts supplémentaires pendant {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.aetherpowerspecialskilldefensemodifier.single.allies","Au début de chaque combat, ce héros reçoit {SPECIALSKILLDEFENSE} % de défense contre les compétences spéciales pour {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.block.single.allies","Au début du combat, il y a {BLOCKCHANCE} % de chances que les dégâts que ce héros reçoit soient réduits à 1 pendant {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.counterattack.single.allies","Au début de chaque combat, ce héros riposte avec {DEFLECTION} % des dégâts reçus pendant {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.debuffshield.single.allies","Au début de chaque combat, ce héros est immunisé contre les nouveaux effets négatifs pendant {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.dodgespecialdamage.single.allies","Au début de chaque combat, ce héros a {DODGE} % de chances d'éviter les compétences spéciales qui infligent des dégâts pendant {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.reflectdebuffdamage.single.allies.targets.all","Au début de chaque combat, ce héros renvoie à tous les ennemis {DEFLECTION} % des dégâts que lui infligent les effets négatifs pendant {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.reflectminordebuffs.single.allies.randomenemy","Au début de chaque combat, ce héros renvoie ses effets négatifs dissipables à un personnage aléatoire de l'équipe adverse pendant {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.resistnewparasites.single.allies","Au début de chaque combat, ce héros est immunisé contre les nouveaux démons pendant {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.revive.aetherrevive.single.allies","Si ce héros est vaincu au cours des {TURNS} premiers tours, il est ressuscité au début de son tour suivant avec {HEALTH} % de santé. Tous les effets appliqués sont retirés au moment où le héros est vaincu.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"aetherpower.statuseffect.minor.taunt.single.allies","Au début de chaque combat, ce héros lance une provocation qui empêche les ennemis d'utiliser leurs compétences spéciales contre ses alliés pendant {TURNS} tours.

Dans les combats comportant plusieurs vagues, l'effet est réinitialisé au début de chaque vague."
"alchemy.surplusremoval.body","Le laboratoire alchimique possède désormais une limite de 100 transmutations par recette. Toutes celles au-delà de ce plafond ont été retirées de la file et les ingrédients utilisées sont joints à ce message."
"alchemy.surplusremoval.title","Ingrédients du laboratoire alchimique"
"alchemylab.alchemy","Alchimie"
"alchemylab.boost","Boost"
"alchemylab.boost.confirmation","Acheter ce boost octroie [#!]{0}[#] Alkéclats supplémentaires. Voulez-vous finaliser cette transaction ?"
"alchemylab.boost.get_more_alkashards#1","Obtenez [#!]{0}[#] [#!]Alkéclat[#] supplémentaire !"
"alchemylab.boost.get_more_alkashards#2","Obtenez [#!]{0}[#] [#!]Alkéclats[#] supplémentaires !"
"alchemylab.boost.get_more_alkashards#3","Obtenez [#!]{0}[#] [#!]Alkéclats[#] supplémentaires !"
"alchemylab.boosted","Boost obtenu !"
"alchemylab.cancel.really","Vous êtes sur le point de [#!]détruire définitivement des objets épiques[#] ! Vous ne récupérerez [#!]pas[#] les ressources ou les objets !

Continuer ?"
"alchemylab.cancel.title","Arrêter la transmutation ?"
"alchemylab.choose.text","Touchez les objets pour ajouter les ingrédients"
"alchemylab.chosen.text","Ingrédients sélectionnés"
"alchemylab.craft.button","Transmuter"
"alchemylab.description.transmuting","Transmutation : {0}"
"alchemylab.description.transmuting.max","Transmutation : {0} (max)"
"alchemylab.extra","Bonus !"
"alchemylab.migration.info.body","Le laboratoire alchimique a été mis à jour ! Afin d'appliquer les modifications, les actions en cours ont été automatiquement terminées, et celles en attente remboursées. Retrouvez les résultats dans votre boîte de réception !"
"alchemylab.migration.info.title","Mise à jour du laboratoire alchimique"
"alchemylab.migration.refundmail.body","Le laboratoire alchimique a été mis à jour ! Vos transmutations en attente ont été remboursées.

Voici les objets et ressources de votre file d'attente."
"alchemylab.migration.refundmail.title","Transmutations du laboratoire alchimique remboursées"
"alchemylab.migration.researchmail.body","Le laboratoire alchimique a été mis à jour ! Les recherches en cours ont été automatiquement complétées et obtenues."
"alchemylab.migration.researchmail.title","Recherches du laboratoire alchimique terminées"
"alchemylab.migration.resultmail.body","Le laboratoire alchimique a été mis à jour ! Les transmutations en cours ont été automatiquement terminées.

Voici les résultats de toutes vos transmutations complètes à récupérer."
"alchemylab.migration.resultmail.title","Transmutations du laboratoire alchimique terminées"
"alchemylab.ready","Transmutation terminée !"
"alchemylab.researchingelsewhere","Attendez qu'une autre recherche se termine avant de rechercher cette recette."
"alchemylab.showavailableingredients.button","Tout afficher"
"alchemylab.showchoseningredients.button","Afficher la sélection"
"alchemylab.transmutation.cancel","Ces objets ont déjà entamé leur transmutation. Si vous la supprimez de la file d'attente, tous les objets et ressources dépensés seront [#!]définitivement détruits[#]!

Voulez-vous vraiment continuer ?"
"alchemylab.transmutationready.message","Résultats de la transmutation :"
"alchemylab.transmute.autofill","Remplir automatiquement"
"alchemylab.transmute.button","Transmuter"
"alchemylab.transmute.cauldron_full","Chaudron plein !"
"alchemylab.transmute.confirmation.epic","Vous êtes sur le point de consommer {0} [#!]matériau(x) d'évolution épique(s)[#] pour cette transmutation.

Continuer ?"
"alchemylab.transmute.odds.title","Taux de transmutation"
"alchemylab.transmute.required_ingredients","Ingrédients nécessaires :"
"alchemylab.transmutetime","Temps de transmutation : [#!]{0}[#]"
"alkashard.dialog.cost","Alkéclats consommés :"
"alkashard.dialog.guide","Choisissez-en un parmi les suivants :"
"alkashard.dialog.info.message","Vous pouvez choisir un objet parmi une sélection aléatoire d'objets quand vous combinez des Alkéclats.

La sélection d'objets reste la même jusqu'à ce que les Alkéclats soient combinés."
"alkashard.dialog.title","Combinez les Alkéclats"
"alkashard.done.dialog.title","Combinés à partir des Alkéclats !"
"alliance.activetitan","Titan actif"
"alliance.activity","[#!]Activité :[#] [%115]{0}[%]"
"alliance.activity.description","Indique le pourcentage de membres de l'alliance qui se sont connectés récemment."
"alliance.activity.title","Activité de l'alliance"
"alliance.activity_entry","Activité :"
"alliance.alliances","Alliances"
"alliance.chat.joinrequest","Accepter de rejoindre l'alliance ?"
"alliance.chat.joinrequest.accept","Accepter"
"alliance.chat.joinrequest.accepted","[#00ff00]Accepté[#] par [#!]{0}[#]"
"alliance.chat.joinrequest.reject","Rejeter"
"alliance.chat.joinrequest.rejected","[#ff0000]Rejeté[#] par [#!]{0}[#]"
"alliance.choose_banner","Bannière d'alliance"
"alliance.choose_description","Description"
"alliance.choose_flag","Motif"
"alliance.choose_name","Nom de l'alliance"
"alliance.choose_symbol","Symbole"
"alliance.choose_trophies","Trophées nécessaires"
"alliance.choose_type","Type"
"alliance.demote","Rétrograder"
"alliance.error.alliance_not_found","L'alliance n'existe plus."
"alliance.error.already_in_alliance_other","Le joueur a déjà rejoint une alliance."
"alliance.error.already_requested","Vous avez déjà demandé à rejoindre cette alliance."
"alliance.error.banned","Vous avez été banni de cette alliance."
"alliance.error.block_edit_name","Le nom et la description de l'alliance sont temporairement désactivés."
"alliance.error.cant_attack_titan.message","Pour attaquer un titan, vous devez avoir été membre de l'alliance avant l'apparition du titan.

Vous pourrez attaquer le prochain titan qui apparaîtra pour cette alliance."
"alliance.error.cant_attack_titan.rare.message","Pour pouvoir attaquer des titans rares, vous devez faire partie de l'alliance depuis au moins {0} jours."
"alliance.error.cant_attack_titan.title","Il est interdit d'attaquer."
"alliance.error.full","L'alliance est au complet."
"alliance.error.hexmap.already_finished","L'événement est déjà terminé."
"alliance.error.hexmap.attacker_in_battle","L'attaquant est déjà au combat."
"alliance.error.hexmap.chest.already_claimed","Le coffre a déjà été récupéré."
"alliance.error.hexmap.chest.not_enough_keys","Vous n'avez pas assez de clés pour ouvrir le coffre."
"alliance.error.hexmap.chest.unknown","Coffre introuvable."
"alliance.error.hexmap.invalid_path","Le chemin sélectionné n'est pas valable."
"alliance.error.hexmap.invalid_team","Tous les héros de votre équipe ont été vaincus."
"alliance.error.hexmap.no_energy_left","Vous n'avez pas assez d'énergie."
"alliance.error.hexmap.player.unknown","Joueurs introuvable."
"alliance.error.hexmap.target.dead","L'ennemi a déjà été vaincu."
"alliance.error.hexmap.target.unknown","L'ennemi sélectionné n'est pas reconnu."
"alliance.error.invite_only","Cette alliance est sur invitation uniquement. Veuillez réessayer."
"alliance.error.name.taken","Ce nom est déjà utilisé."
"alliance.error.name.too_short","Le nom de l'alliance doit faire au moins {0} caractères."
"alliance.error.not_enough_trophies","Vous n'avez pas assez de trophées pour rejoindre cette alliance."
"alliance.error.player_not_found","Le joueur n'existe plus."
"alliance.error.text_validation","Le nom ou la description de l'alliance n'ont pas été approuvés."
"alliance.error.unknown","L'alliance n'existe plus."
"alliance.error.war.already_finished","Guerre déjà terminée."
"alliance.error.war.attacker_in_battle","Attaque impossible. Réessayez plus tard."
"alliance.error.war.defense.war_started","Impossible de modifier l'équipe en défense. La guerre a déjà commencé !"
"alliance.error.war.invalid_assist_dragon_count","Attaque impossible. Réessayez plus tard."
"alliance.error.war.invalid_team","L'équipe attaquante que vous avez sélectionnée n'est pas valide."
"alliance.error.war.no_attacks_left","Énergie de guerre insuffisante !"
"alliance.error.war.target.dead","La cible a déjà été vainque."
"alliance.error.war.target.not_found","Aucune cible valide trouvée."
"alliance.error.war.target.reserved","La cible est déjà réservée."
"alliance.error.war.target.under_attack","La cible subit déjà une attaque."
"alliance.error.war.target.unknown","Cible inconnue. Veuillez réessayer plus tard."
"alliance.error.war_battle_conflict","Erreur inattendue. Nous allons étudier le problème et le corriger le plus rapidement possible."
"alliance.event.alliance_gift.alliance_christmas_gift_offer","Cadeaux d'hiver de [#!]{0}[#] envoyés ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","Cadeaux d'hiver de [#!]{0}[#] envoyés ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","Joyeuse Saint-Valentin de la part de [#!]{0}[#] ! Allez tous voir votre boîte de réception !"
"alliance.event.alliance_gift.alliancegiftoffer_gift","Dons de gemmes de [#!]{0}[#] envoyés ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","Objets de combat de [#!]{0}[#] envoyés ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","Salutations de la part de [#!]{0}[#] ! Allez tous voir votre boîte de réception !"
"alliance.event.alliance_gift.default","Salutations de la part de [#!]{0}[#] ! Allez tous voir votre boîte de réception !"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","Joyeuse Golden Week de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","Joyeuse Golden Week de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","Joyeuse Golden Week de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","Joyeuse Golden Week de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","Joyeuse Golden Week de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","Joyeuse Golden Week de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","Joyeuse Golden Week de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","Joyeuse Saint-Valentin de la part de [#!]{0}[#] ! Allez tous voir votre boîte de réception !"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","Joyeuse semaine des alliances de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","Joyeuse semaine des alliances de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","Joyeuse semaine des alliances de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","Joyeuse semaine des alliances de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","Joyeuse semaine des alliances de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","Joyeuse semaine des alliances de la part de [#!]{0}[#] ! Allez voir votre boîte de réception !"
"alliance.event.demote","[#!]{1}[#] a été rétrogradé par [#!]{0}[#]."
"alliance.event.event_ended","La [#!]quête d'alliance[#] est terminée."
"alliance.event.event_ending","La [#!]quête d'alliance[#] se termine dans {0} !"
"alliance.event.event_started","La [#!]quête d'alliance[#] a commencé !"
"alliance.event.event_starting","La [#!]quête d'alliance[#] commence dans {0} !"
"alliance.event.hexmap_ended","L'[#!]événement de l'île aux monstres[#] est terminé."
"alliance.event.hexmap_ending","L'[#!]événement de l'île aux monstres[#] se termine dans 24 heures."
"alliance.event.hexmap_started","L'[#!]événement de l'île aux monstres[#] a commencé."
"alliance.event.hexmap_starting","L'[#!]événement de l'île aux monstres[#] commence dans 24 heures."
"alliance.event.inactive_leader_election","Le dirigeant étant inactif, {0} a été sélectionné comme nouveau dirigeant."
"alliance.event.inactive_leader_final","Le dirigeant de votre alliance est inactif depuis un moment. Un nouveau dirigeant sera sélectionné automatiquement parmi les membres éligibles dans {0}. Ceci est la dernière notification."
"alliance.event.inactive_leader_first","Le dirigeant de votre alliance est inactif depuis un moment. Un nouveau dirigeant sera sélectionné automatiquement parmi les membres éligibles dans {0}."
"alliance.event.inactive_leader_no_active_elders","Le processus de sélection de dirigeant d'alliance a été interrompu car aucun membre éligible n'était disponible."
"alliance.event.inactive_leader_returned","Le dirigeant de l'alliance est revenu. Aucun nouveau dirigeant ne sera sélectionné tant qu'il sera actif."
"alliance.event.join","[#!]{0}[#] a rejoint l'alliance."
"alliance.event.kick","[#!]{0}[#] a banni [#!]{1}[#] de l'alliance."
"alliance.event.leave","[#!]{0}[#] a quitté l'alliance."
"alliance.event.level_up","[#!]{0}[#] a atteint le niveau [#!]{1}[#] !"
"alliance.event.promote","[#!]{1}[#] a été promu par [#!]{0}[#]."
"alliance.event.titan_created","Un nouveau titan est apparu !"
"alliance.event.titan_escaped","Le titan s'est enfui."
"alliance.event.titan_killed","Le titan a été vaincu !"
"alliance.event.top_attackers","Meilleurs attaquants du titan : {0}
Harpons utilisés : [#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","Meilleurs attaquants du titan : {0}"
"alliance.event.top_hexmap_players","Meilleurs joueurs de l'île aux monstres : {0}"
"alliance.event.top_war_attackers","Meilleurs attaquants de la guerre : {0}"
"alliance.event.update_description","[#!]{0}[#] a changé la description de l'alliance."
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#] a retiré le message d'alliance à la une."
"alliance.event.update_featured_message_enabled_true","[#!]{0}[#] a configuré un nouveau message à la une pour l'alliance."
"alliance.event.update_language","[#!]{0}[#] a modifié la langue de l'alliance."
"alliance.event.update_name","[#!]{0}[#] a changé le nom de l'alliance."
"alliance.event.update_required_trophies","[#!]{0}[#] a changé les conditions en matière de trophées de l'alliance : [#!]{1}[#]."
"alliance.event.update_symbol","[#!]{0}[#] a changé le symbole de l'alliance."
"alliance.event.update_type.inviteonly","[#!]{0}[#] a changé le type d'alliance : [#!]invitation uniquement[#]."
"alliance.event.update_type.open","[#!]{0}[#] a changé le type d'alliance : [#!]ouverte[#]."
"alliance.event.war_created","Les [#!]guerres d'alliance[#] commencent dans {0}. Préparez vos défenses !"
"alliance.event.wars_enabled_false","[#!]{0}[#] a désactivé les [#!]guerres d'alliance[#] pour l'alliance."
"alliance.event.wars_enabled_true","[#!]{0}[#] a activé les [#!]guerres d'alliance[#] pour l'alliance."
"alliance.exmember","[Ex-membre]"
"alliance.hexmap.keys","Clés"
"alliance.hexmap.more_in","Davantage dans {0}"
"alliance.hexmap.remaining_health","Santé restante :"
"alliance.hexmap.status.finished","Événement terminé !"
"alliance.hexmap.team","Équipe de l'île aux monstres"
"alliance.indicator.create","En cours..."
"alliance.indicator.refresh","Actualisation..."
"alliance.info.allianceeventineligibleincoming","Vous devez faire partie d'une alliance pour participer aux quêtes d'alliance."
"alliance.info.allianceeventineligiblestarted","[#!]Vous devez faire partie d'une alliance pour participer[#] aux quêtes d'alliance. Vous ne pourrez pas participer à cette quête car elle a déjà commencé.

En rejoignant une alliance, vous pourrez participer aux prochaines quêtes d'alliance."
"alliance.info.comingsoon","Prochainement !"
"alliance.info.confirmdemote.elder","Voulez-vous vraiment rétrograder [#!]{0}[#] au rang d'[#!]ancien[#] ?"
"alliance.info.confirmdemote.member","Voulez-vous vraiment rétrograder [#!]{0}[#] au rang de [#!]membre[#] ?"
"alliance.info.confirmkick","Voulez-vous vraiment bannir [#!]{0}[#] ?"
"alliance.info.confirmleave","Voulez-vous vraiment quitter [#!]{0}[#] ?"
"alliance.info.confirmleaveanddisband","Voulez-vous vraiment quitter [#!]{0}[#] ?
Veuillez noter que votre alliance ne compte aucun autre membre et sera donc supprimée."
"alliance.info.confirmleaveduringallianceevent","Voulez-vous vraiment quitter [#!]{0}[#] ?

Si vous partez, vous ne pourrez plus participer à la [#!]quête d'alliance[#] en cours. Même en rejoignant à nouveau l'alliance, vous ne pourrez plus participer à la quête ni recevoir ses récompenses."
"alliance.info.confirmleaveduringhexmap","Voulez-vous vraiment quitter [#!]{0}[#] ?

Si vous partez, vous ne pourrez plus participer à l'[#!]événement de l'île aux monstres[#] en cours. Même en rejoignant à nouveau l'alliance, vous ne pourrez plus participer ni recevoir les récompenses."
"alliance.info.confirmleaveduringhexmappendingrewards","Voulez-vous vraiment quitter [#!]{0}[#] ?

Si vous partez, vous ne recevrez aucune récompense de l'[#!]événement de l'île aux monstres[#] en cours, même en rejoignant à nouveau l'alliance."
