"KEY","TEXT"
"aetherpower.statuseffect.minor.aetherpowerfixedmanarecovery.small.single.allies","All'inizio di ogni battaglia, questo Eroe riceve una piccola quantità di mana nel corso di {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.aetherpowergamble.single.allies","All'inizio di ogni battaglia, questo Eroe ottiene il {ATTACK}% di Attacco con il {ACCURACY}% di precisione per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.aetherpowerhealmultiplier.single.allies","All'inizio di ogni battaglia, questo Eroe ottiene il {HEALING}% in più per qualsiasi guarigione ricevuta per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.aetherpowerlifesteal.single.allies","All'inizio di ogni battaglia, questo Eroe recupera in HP il {LIFESTEAL}% dei danni normali inflitti per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.aetherpowermanagenerationmodifier.single.allies","All'inizio di ogni battaglia, questo Eroe ottiene il {MANAREGEN}% di rigenerazione mana per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.aetherpowermummyreincarnation.single.allies","Se questo Eroe viene sconfitto durante i primi 5 turni di una battaglia, si rianima come mummia con il {ATTACK}% di Attacco e il {DEFENSE}% di Difesa.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.aetherpowerreceiveddamagemodifier.single.allies.decrease","All'inizio di ogni battaglia, tutti i danni subiti da questo Eroe vengono ridotti del [#!]{DAMAGEREDUCTION}%[#] per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.aetherpowerreflectminordebuffstorandomenemy.single.allies","All'inizio di ogni battaglia, questo Eroe riflette su un personaggio a caso della squadra avversaria i disturbi annullabili che subirebbe per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.aetherpowerspecialdamagepowermodifier.single.allies","All'inizio di ogni battaglia, l'Abilità speciale di questo Eroe infligge il {POWER}% di danni extra per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.aetherpowerspecialskilldefensemodifier.single.allies","All'inizio di ogni battaglia, questo Eroe ottiene il {SPECIALSKILLDEFENSE}% di Difesa contro le Abilità speciali per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.block.single.allies","All'inizio di ogni battaglia, questo Eroe ottiene il {BLOCKCHANCE}% di probabilità di ridurre i danni subiti a 1 per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.counterattack.single.allies","All'inizio di ogni battaglia, questo Eroe contrattacca con il {DEFLECTION}% dei danni subiti per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.debuffshield.single.allies","All'inizio di ogni battaglia, questo Eroe diventa immune dai nuovi disturbi per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.dodgespecialdamage.single.allies","All'inizio di ogni battaglia, questo Eroe ottiene il {DODGE}% di probabilità di schivare le Abilità speciali che infliggono danni per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.reflectdebuffdamage.single.allies.targets.all","All'inizio di ogni battaglia, questo Eroe riflette a tutti i nemici il {DEFLECTION}% dei danni subiti a causa di disturbi per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.reflectminordebuffs.single.allies.randomenemy","All'inizio di ogni battaglia, questo Eroe riflette su un personaggio a caso della squadra avversaria i disturbi annullabili che subirebbe per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.resistnewparasites.single.allies","All'inizio di ogni battaglia, questo Eroe diventa immune dai nuovi demoni per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.revive.aetherrevive.single.allies","Se questo Eroe viene sconfitto nei primi {TURNS} turni di una battaglia, viene rianimato all'inizio del suo turno successivo con il {HEALTH}% di Salute. Tutti gli effetti di stato e le iterazioni vengono rimossi quando l'Eroe viene sconfitto.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"aetherpower.statuseffect.minor.taunt.single.allies","All'inizio di ogni battaglia, questo Eroe ottiene Deridi, che impedisce ai nemici di usare le Abilità speciali sugli alleati dell'Eroe per {TURNS} turni.

Nelle battaglie a più ondate, l'effetto viene aggiornato all'inizio di ogni ondata."
"alchemy.surplusremoval.body","Il laboratorio alchemico è ora limitato a 100 trasformazioni per ricetta. Tutte le trasformazioni al di sopra del limite sono state rimosse dalla coda e gli ingredienti utilizzati sono allegati a questo messaggio."
"alchemy.surplusremoval.title","Ingredienti del laboratorio alchemico"
"alchemylab.alchemy","Alchimia"
"alchemylab.boost","Potenziamento"
"alchemylab.boost.confirmation","Acquista questo potenziamento per ottenere [#!]{0}[#] Alkashard extra. Vuoi completare la transazione?"
"alchemylab.boost.get_more_alkashards#1","Ottieni [#!]{0}[#] [#!]Alkashard[#] extra!"
"alchemylab.boost.get_more_alkashards#2","Ottieni [#!]{0}[#] [#!]Alkashard[#] extra!"
"alchemylab.boost.get_more_alkashards#3","Ottieni [#!]{0}[#] [#!]Alkashard[#] extra!"
"alchemylab.boosted","Potenziato!"
"alchemylab.cancel.really","Stai per [#!]distruggere definitivamente degli oggetti epici[#]! [#!]Non[#] potrai recuperare le risorse o gli oggetti utilizzati!

Vuoi davvero procedere?"
"alchemylab.cancel.title","Smettere di trasformare?"
"alchemylab.choose.text","Tocca gli oggetti per aggiungere gli ingredienti"
"alchemylab.chosen.text","Ingredienti selezionati"
"alchemylab.craft.button","Trasforma"
"alchemylab.description.transmuting","Trasformazione: {0}"
"alchemylab.description.transmuting.max","Trasformazione: {0} (max)"
"alchemylab.extra","Extra!"
"alchemylab.migration.info.body","Il laboratorio alchemico è stato aggiornato! Per poter apportare le modifiche, le azioni in corso sono state automaticamente completate e quelle in coda sono state rimborsate. I risultati sono nella tua posta in arrivo!"
"alchemylab.migration.info.title","Aggiornamento del laboratorio alchemico"
"alchemylab.migration.refundmail.body","Il laboratorio alchemico è stato aggiornato! Le tue trasformazioni in coda sono state rimborsate.

Qui ci sono gli oggetti e le risorse che avevi in coda."
"alchemylab.migration.refundmail.title","Trasformazioni del laboratorio alchemico rimborsate"
"alchemylab.migration.researchmail.body","Il laboratorio alchemico è stato aggiornato! La ricerca che era in corso è stata automaticamente completata e riscossa."
"alchemylab.migration.researchmail.title","Ricerca nel laboratorio alchemico completata"
"alchemylab.migration.resultmail.body","Il laboratorio alchemico è stato aggiornato! Le trasformazioni che erano in corso sono state automaticamente completate.

Ecco i risultati di tutte le tue trasformazioni completate e non riscosse."
"alchemylab.migration.resultmail.title","Trasformazioni del laboratorio alchemico completate"
"alchemylab.ready","Trasformazione ultimata!"
"alchemylab.researchingelsewhere","Attendi il completamento di un'altra ricerca per condurre la ricerca su questa ricetta."
"alchemylab.showavailableingredients.button","Mostra tutto"
"alchemylab.showchoseningredients.button","Mostra selezionati"
"alchemylab.transmutation.cancel","Questi oggetti sono già in trasformazione. Rimuovendo la trasformazione dalla coda, tutti gli oggetti e le risorse utilizzati saranno [#!]distrutti in modo permanente[#]!

Vuoi davvero distruggere questi oggetti e queste risorse?"
"alchemylab.transmutationready.message","Risultati trasformazione:"
"alchemylab.transmute.autofill","Formazione automatica"
"alchemylab.transmute.button","Trasforma"
"alchemylab.transmute.cauldron_full","Calderone pieno!"
"alchemylab.transmute.confirmation.epic","Questa trasformazione consumerà del {0} [#!]materiale di ascensione epico[#].

Confermi?"
"alchemylab.transmute.odds.title","Probabilità trasformazione"
"alchemylab.transmute.required_ingredients","Ingredienti necessari:"
"alchemylab.transmutetime","Tempo trasformazione: [#!]{0}[#]"
"alkashard.dialog.cost","Alkashard consumati:"
"alkashard.dialog.guide","Scegli uno di questi:"
"alkashard.dialog.info.message","Quando combini gli Alkashard, puoi scegliere un oggetto da una selezione casuale.

La selezione non cambia finché gli Alkashard non vengono combinati."
"alkashard.dialog.title","Combina Alkashard"
"alkashard.done.dialog.title","Dalla combinazione degli Alkashard!"
"alliance.activetitan","Titano attivo"
"alliance.activity","[#!]Attività:[#] [%115]{0}[%]"
"alliance.activity.description","Indica la percentuale di membri dell'alleanza recentemente online."
"alliance.activity.title","Attività dell'alleanza"
"alliance.activity_entry","Attività:"
"alliance.alliances","Alleanze"
"alliance.chat.joinrequest","Accetti la richiesta di unirti?"
"alliance.chat.joinrequest.accept","Accetta"
"alliance.chat.joinrequest.accepted","[#00ff00]Accettato[#] da [#!]{0}[#]"
"alliance.chat.joinrequest.reject","Rifiuta"
"alliance.chat.joinrequest.rejected","[#ff0000]Rifiutato[#] da [#!]{0}[#]"
"alliance.choose_banner","Simbolo"
"alliance.choose_description","Descrizione"
"alliance.choose_flag","Motivo"
"alliance.choose_name","Nome Alleanza"
"alliance.choose_symbol","Simbolo"
"alliance.choose_trophies","Trofei richiesti"
"alliance.choose_type","Tipo"
"alliance.demote","Degrada"
"alliance.error.alliance_not_found","L'Alleanza non esiste più."
"alliance.error.already_in_alliance_other","Il giocatore si è già unito a un'Alleanza."
"alliance.error.already_requested","Hai già fatto richiesta di unirti a questa Alleanza."
"alliance.error.banned","La tua richiesta di unirti all'Alleanza è stata recentemente respinta."
"alliance.error.block_edit_name","Nome e descrizione dell'alleanza temporaneamente disabilitati."
"alliance.error.cant_attack_titan.message","Per poter attaccare un Titano, devi far parte dell'Alleanza prima del suo arrivo.

Potrai attaccare il prossimo Titano che arriverà."
"alliance.error.cant_attack_titan.rare.message","Per poter attaccare i Titani rari, devi essere nell'Alleanza da almeno {0} giorni."
"alliance.error.cant_attack_titan.title","Attacco non ammesso"
"alliance.error.full","L'Alleanza è al completo."
"alliance.error.hexmap.already_finished","Evento già concluso."
"alliance.error.hexmap.attacker_in_battle","Assalitore già in battaglia."
"alliance.error.hexmap.chest.already_claimed","Il baule è già stato riscosso."
"alliance.error.hexmap.chest.not_enough_keys","Non hai abbastanza chiavi per aprire il baule."
"alliance.error.hexmap.chest.unknown","Baule non trovato."
"alliance.error.hexmap.invalid_path","Sentiero selezionato non valido."
"alliance.error.hexmap.invalid_team","Tutti gli Eroi della tua squadra sono stati sconfitti."
"alliance.error.hexmap.no_energy_left","Non hai abbastanza energia."
"alliance.error.hexmap.player.unknown","Giocatore non trovato."
"alliance.error.hexmap.target.dead","Nemico già sconfitto."
"alliance.error.hexmap.target.unknown","Nemico sconosciuto selezionato."
"alliance.error.invite_only","Questa Alleanza è solo su invito. Riprova."
"alliance.error.name.taken","Il nome fornito è stato già assegnato."
"alliance.error.name.too_short","Il nome dell'Alleanza deve contenere almeno {0} caratteri."
"alliance.error.not_enough_trophies","Non hai abbastanza Trofei per unirti a questa Alleanza."
"alliance.error.player_not_found","Il giocatore non esiste più."
"alliance.error.text_validation","Nome o descrizione dell'Alleanza non approvati."
"alliance.error.unknown","L'Alleanza non esiste più."
"alliance.error.war.already_finished","La guerra è già finita."
"alliance.error.war.attacker_in_battle","Impossibile attaccare. Riprova più tardi."
"alliance.error.war.defense.war_started","Impossibile aggiornare la squadra di difesa. La guerra è già iniziata."
"alliance.error.war.invalid_assist_dragon_count","Impossibile attaccare. Riprova più tardi."
"alliance.error.war.invalid_team","La squadra di attacco selezionata non è valida."
"alliance.error.war.no_attacks_left","Non hai Energia di guerra!"
"alliance.error.war.target.dead","Il bersaglio è già sconfitto."
"alliance.error.war.target.not_found","Impossibile trovare un bersaglio valido."
"alliance.error.war.target.reserved","Il bersaglio è già riservato."
"alliance.error.war.target.under_attack","Il bersaglio è già sotto attacco."
"alliance.error.war.target.unknown","Bersaglio sconosciuto. Riprova più tardi."
"alliance.error.war_battle_conflict","Si è verificato un errore imprevisto. Indagheremo sul problema e lo risolveremo il prima possibile."
"alliance.event.alliance_gift.alliance_christmas_gift_offer","[#!]{0}[#] ha inviato dei regali d'inverno! Correte tutti a controllare i messaggi!"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","[#!]{0}[#] ha inviato dei regali d'inverno! Correte tutti a controllare i messaggi!"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","Buon San Valentino da [#!]{0}[#]! Corri a controllare i messaggi!"
"alliance.event.alliance_gift.alliancegiftoffer_gift","[#!]{0}[#] ha inviato un carico di Gemme! Correte tutti a controllare i messaggi!"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","[#!]{0}[#] ha inviato degli oggetti di battaglia! Correte tutti a controllare i messaggi!"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","Saluti da [#!]{0}[#]! Corri a controllare i messaggi!"
"alliance.event.alliance_gift.default","Saluti da [#!]{0}[#]! Corri a controllare i messaggi!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","Buona Settimana d'oro da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","Buona Settimana d'oro da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","Buona Settimana d'oro da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","Buona Settimana d'oro da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","Buona Settimana d'oro da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","Buona Settimana d'oro da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","Buona Settimana d'oro da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","Buon San Valentino da [#!]{0}[#]! Corri a controllare i messaggi!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","Buona Settimana delle alleanze da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","Buona Settimana delle alleanze da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","Buona Settimana delle alleanze da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","Buona Settimana delle alleanze da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","Buona Settimana delle alleanze da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","Buona Settimana delle alleanze da [#!]{0}[#]! Corri a controllare la posta!"
"alliance.event.demote","[#!]{1}[#] è stato degradato da [#!]{0}[#]."
"alliance.event.event_ended","L'[#!]Impresa dell'Alleanza[#] è terminata."
"alliance.event.event_ending","L'[#!]Impresa dell'Alleanza[#] termina fra {0}!"
"alliance.event.event_started","L'[#!]Impresa dell'Alleanza[#] è iniziata!"
"alliance.event.event_starting","L'[#!]Impresa dell'Alleanza[#] inizierà fra {0}!"
"alliance.event.hexmap_ended","L'[#!]evento Isola dei mostri[#] è terminato."
"alliance.event.hexmap_ending","L'[#!]evento Isola dei mostri[#] termina fra 24 ore!"
"alliance.event.hexmap_started","L'[#!]evento Isola dei mostri[#] è iniziato!"
"alliance.event.hexmap_starting","L'[#!]evento Isola dei mostri[#] inizia fra 24 ore!"
"alliance.event.inactive_leader_election","A causa dell'inattività del Leader, {0} è ora Leader."
"alliance.event.inactive_leader_final","Il Leader della tua Alleanza è inattivo da un po' di tempo. Un nuovo Leader sarà selezionato automaticamente tra i membri idonei dell'Alleanza tra {0}. Questa è l'ultima notifica."
"alliance.event.inactive_leader_first","Il Leader della tua Alleanza è inattivo da un po' di tempo. Un nuovo Leader sarà selezionato automaticamente tra i membri idonei dell'Alleanza tra {0}."
"alliance.event.inactive_leader_no_active_elders","Il processo di selezione del nuovo Leader dell'Alleanza è stato interrotto poiché non erano disponibili membri dell'Alleanza idonei."
"alliance.event.inactive_leader_returned","Il Leader dell'Alleanza è tornato. Non sarà selezionato un nuovo Leader se quello attuale sarà attivo."
"alliance.event.join","[#!]{0}[#] fa ora parte dell'Alleanza."
"alliance.event.kick","[#!]{0}[#] ha espulso [#!]{1}[#] dall'Alleanza."
"alliance.event.leave","[#!]{0}[#] ha lasciato l'Alleanza."
"alliance.event.level_up","[#!]{0}[#] ha raggiunto il livello [#!]{1}[#]!"
"alliance.event.promote","[#!]{1}[#] è stato promosso da [#!]{0}[#]."
"alliance.event.titan_created","È apparso un nuovo Titano!"
"alliance.event.titan_escaped","Il Titano è fuggito."
"alliance.event.titan_killed","Il Titano è stato sconfitto!"
"alliance.event.top_attackers","Migliori attaccanti Titani: {0}
Arpioni usati: [#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","Migliori attaccanti Titani: {0}"
"alliance.event.top_hexmap_players","Migliori giocatori dell'Isola dei mostri: {0}"
"alliance.event.top_war_attackers","Migliori attaccanti di guerra: {0}"
"alliance.event.update_description","[#!]{0}[#] ha modificato la descrizione dell'Alleanza."
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#] ha rimosso il messaggio in evidenza dell'Alleanza."
"alliance.event.update_featured_message_enabled_true","[#!]{0}[#] ha impostato un nuovo messaggio in evidenza per l'Alleanza."
"alliance.event.update_language","[#!]{0}[#] ha cambiato la lingua dell'Alleanza."
"alliance.event.update_name","[#!]{0}[#] ha cambiato il nome dell'Alleanza."
"alliance.event.update_required_trophies","[#!]{0}[#] ha modificato il requisito del Trofeo dell'Alleanza in [#!]{1}[#]."
"alliance.event.update_symbol","[#!]{0}[#] ha cambiato il simbolo dell'Alleanza."
"alliance.event.update_type.inviteonly","[#!]{0}[#] ha cambiato il tipo di Alleanza in [#!]Solo su invito[#]."
"alliance.event.update_type.open","[#!]{0}[#] ha cambiato il tipo di Alleanza in [#!]Aperta[#]."
"alliance.event.war_created","La [#!]guerra delle Alleanze[#] scoppierà fra {0}. Prepara le tue difese!"
"alliance.event.wars_enabled_false","[#!]{0}[#] ha disattivato le [#!]guerre delle Alleanze[#] per quest'Alleanza."
"alliance.event.wars_enabled_true","[#!]{0}[#] ha attivato le [#!]guerre delle Alleanze[#] per quest'Alleanza."
"alliance.exmember","[Ex-membro]"
"alliance.hexmap.keys","Chiavi"
"alliance.hexmap.more_in","Ancora fra: {0}"
"alliance.hexmap.remaining_health","Salute rimanente:"
"alliance.hexmap.status.finished","Evento terminato!"
"alliance.hexmap.team","Squadra dell'Isola dei mostri"
"alliance.indicator.create","In elaborazione..."
"alliance.indicator.refresh","Aggiornamento..."
"alliance.info.allianceeventineligibleincoming","Devi far parte di un'Alleanza per partecipare alle Imprese dell'Alleanza."
"alliance.info.allianceeventineligiblestarted","[#!]Devi far parte di un'Alleanza per partecipare[#] alle Imprese dell'Alleanza. Non potrai partecipare a questa Impresa dell'Alleanza perché è già cominciata.

Entrare in un'Alleanza ora ti permetterà di partecipare alle future Imprese dell'Alleanza."
"alliance.info.comingsoon","Prossimamente!"
"alliance.info.confirmdemote.elder","Vuoi veramente degradare [#!]{0}[#] ad [#!]Anziano[#]?"
"alliance.info.confirmdemote.member","Vuoi veramente degradare [#!]{0}[#] a [#!]membro[#]?"
"alliance.info.confirmkick","Vuoi davvero espellere [#!]{0}[#]?"
"alliance.info.confirmleave","Vuoi davvero abbandonare [#!]{0}[#]?"
"alliance.info.confirmleaveanddisband","Vuoi davvero lasciare [#!]{0}[#]?
Ricorda che, non essendoci altri membri, la tua Alleanza sarà cancellata."
"alliance.info.confirmleaveduringallianceevent","Vuoi davvero abbandonare [#!]{0}[#]?

Così facendo, non sarai più in grado di partecipare all'[#!]Impresa dell'Alleanza[#] in corso. Anche se dovessi riunirti all'Alleanza in seguito, non sarai in grado di partecipare né riceverai alcuna ricompensa."
